麥當勞,https://foodtracer.taipei.gov.tw/Front/Chain/Product?id=12411160
頂呱呱,https://foodtracer.taipei.gov.tw/Front/Chain/Product?id=22368753
漢堡王,https://foodtracer.taipei.gov.tw/Front/Chain/Product?id=23309178
摩絲漢堡,https://foodtracer.taipei.gov.tw/Front/Chain/Product?id=23928945
愛爾蘭瘋薯,https://foodtracer.taipei.gov.tw/Front/Chain/Product?id=24237595
派克雞排,https://foodtracer.taipei.gov.tw/Front/Chain/Product?id=24357660
甘泉魚麵,https://foodtracer.taipei.gov.tw/Front/Chain/Product?id=28030482
胖老爹,https://foodtracer.taipei.gov.tw/Front/Chain/Product?id=42675890
百八魚場,https://foodtracer.taipei.gov.tw/Front/Chain/Product?id=53112784
Subway,https://foodtracer.taipei.gov.tw/Front/Chain/Product?id=70809245
21世紀風味館,https://foodtracer.taipei.gov.tw/Front/Chain/Product?id=89627033
肯德基,https://foodtracer.taipei.gov.tw/Front/Chain/Product?id=97161500
,
一方,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=54591495
頂呱呱,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=22368753
珍煮丹,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=52452638
teatop 台灣第一位,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=28962490
康青龍,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=24959430
萃茶風,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=54056661
一手私藏世界紅茶,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=24392809
ICE MONSTER,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=53540738
鹿角巷,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=01360214
義美,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=11768704
麥當勞,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=12411160
CoCo都可,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=12915964
伯朗咖啡館,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=16157745
西雅圖極品咖啡,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=16852172
喫茶趣ToGo,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=18559415
CHAFFEE,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=18559415EW
seven eleven,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=22555003
頂好Wellcome,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=22662257
家樂福,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=22662550
OK mart,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=22853565
全家便利商店股份有限公司,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=23060248
萊爾富,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=23285582
自己來紅茶鮮乳,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=24293977
COMEBUY,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=24483673
瓷禧茶坊,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=24552761
春芳號,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=24842283
幸福堂,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=24862610
小樽手作珈琲,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=25503970
85度C,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=27617149
大苑子,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=27785285
茶湯會,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=27817792
鮮茶道presotea,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=28408922
水巷茶弄,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=28599990
貢茶,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=28613212
Mr.Wish 水果‧天然‧茶,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=28664730
50嵐,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=28722339
橘子工坊,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=28862719
黑丸嫩仙草,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=28869972
迷客夏,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=28949151
京盛宇,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=29067606
好了啦紅茶冰,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=30305009
黃巾珍珠奶茶,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=31831254
小處茶堂,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=31950103
十杯,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=37886868
綠蓋茶館,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=38658997
龜記茗品,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=42430360
良辰吉時,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=42517437
TrueWin初韻,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=42946675
甘蔗媽媽飲料店,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=43825778
約翰紅茶公司,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=50754720
萬波 WANPO TEA SHOP,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=50821208
圓石禪飲,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=53147067
清玉好茶,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=53273520
CAMA,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=53353122
CITY MILK 木瓜牛奶,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=53627452
ipartea茶聚,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=53841919
先喝道,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=53951936
吉龍糖黑糖茶飲專賣,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=54027202-1
Krispy Kreme Doughnuts,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=54055473
Jamba Juice,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=54055473-1
台茶1号,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=54128834
麻古茶坊,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=54213331
可不可熟成紅茶,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=54231252
樂法,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=54688322
籠町茶番,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=54728963
路易莎咖啡,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=54857699
JIATE,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=55199602
不要對我尖叫,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=55679567
春陽茶事,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=55822016
樺達奶茶,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=57944697
老虎堂黑糖專賣店,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=62192859
清心福全,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=80582719
日出茶太Chatime,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=80671769
歇腳亭SHARE TEA,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=80676602
翰林茶館HANLIN TEA ROOM,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=84957153
大墩店,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=86330228
大潤發,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=97165560
,
摩斯漢堡,https://foodtracer.taipei.gov.tw/Front/Breakfast/Product?id=23928945
麥味登,https://foodtracer.taipei.gov.tw/Front/Breakfast/Product?id=42591908
麥當勞,https://foodtracer.taipei.gov.tw/Front/Breakfast/Product?id=12411160
SUBWAY,https://foodtracer.taipei.gov.tw/Front/Breakfast/Product?id=70809245
拉亞漢堡,https://foodtracer.taipei.gov.tw/Front/Breakfast/Product?id=28813605
呷尚寶,https://foodtracer.taipei.gov.tw/Front/Breakfast/Product?id=25003074
弘爺漢堡,https://foodtracer.taipei.gov.tw/Front/Breakfast/Product?id=97220043
肯德基,https://foodtracer.taipei.gov.tw/Front/Breakfast/Product?id=97161500
Q Burger,https://foodtracer.taipei.gov.tw/Front/Breakfast/Product?id=54714095
漢堡王,https://foodtracer.taipei.gov.tw/Front/Breakfast/Product?id=23309178
味亦美,https://foodtracer.taipei.gov.tw/Front/Breakfast/Product?id=16778195
漢堡大師,https://foodtracer.taipei.gov.tw/Front/Breakfast/Product?id=25188500
21世紀風味館,https://foodtracer.taipei.gov.tw/Front/Breakfast/Product?id=89627033
城市漢堡,https://foodtracer.taipei.gov.tw/Front/Breakfast/Product?id=24868831
鮮堡漢堡,https://foodtracer.taipei.gov.tw/Front/Breakfast/Product?id=16555949
麥町吐司工房,https://foodtracer.taipei.gov.tw/Front/Breakfast/Product?id=28844868
APPLE 203,https://foodtracer.taipei.gov.tw/Front/Breakfast/Product?id=28844868-1
晨間廚房,https://foodtracer.taipei.gov.tw/Front/Breakfast/Product?id=28890222
,
鷹流拉麵,https://foodtracer.taipei.gov.tw/Front/Noodle/Product?id=31855369
赤坂拉麵,https://foodtracer.taipei.gov.tw/Front/Noodle/Product?id=70846430
花月嵐拉麵,https://foodtracer.taipei.gov.tw/Front/Noodle/Product?id=28704682
九湯屋日本拉麵,https://foodtracer.taipei.gov.tw/Front/Noodle/Product?id=42596994
Nagi豚骨拉麵,https://foodtracer.taipei.gov.tw/Front/Noodle/Product?id=53658314
太陽蕃茄拉麵,https://foodtracer.taipei.gov.tw/Front/Noodle/Product?id=53917972
樂麵屋,https://foodtracer.taipei.gov.tw/Front/Noodle/Product?id=28514120
男子漢拉麵食堂,https://foodtracer.taipei.gov.tw/Front/Noodle/Product?id=42524514
屯京拉麵,https://foodtracer.taipei.gov.tw/Front/Noodle/Product?id=53116923
一風堂,https://foodtracer.taipei.gov.tw/Front/Noodle/Product?id=53697365
鳥人拉麵 Totto Ramen,https://foodtracer.taipei.gov.tw/Front/Noodle/Product?id=42823689
山頭火拉麵,https://foodtracer.taipei.gov.tw/Front/Noodle/Product?id=53561986
東京油組,https://foodtracer.taipei.gov.tw/Front/Noodle/Product?id=22368753-1
麵屋一燈,https://foodtracer.taipei.gov.tw/Front/Noodle/Product?id=24753177
辣麻味噌拉麵鬼金棒,https://foodtracer.taipei.gov.tw/Front/Noodle/Product?id=24775947
勝十蘭,https://foodtracer.taipei.gov.tw/Front/Noodle/Product?id=42823196
麵屋武藏,https://foodtracer.taipei.gov.tw/Front/Noodle/Product?id=53082536
麵家三士,https://foodtracer.taipei.gov.tw/Front/Noodle/Product?id=53213609
天然豚骨拉麵專門店 一蘭,https://foodtracer.taipei.gov.tw/Front/Noodle/Product?id=54396182
鬼匠拉麵,https://foodtracer.taipei.gov.tw/Front/Noodle/Product?id=56801691
博多拉麵,https://foodtracer.taipei.gov.tw/Front/Noodle/Product?id=70561314
麵屋元,https://foodtracer.taipei.gov.tw/Front/Noodle/Product?id=52621418